2016-06-01 23:41:23;0.01
2016-06-01 23:43:38;0.01
2016-06-01 23:45:39;0.70
2016-06-01 23:48:29;0.72
2016-06-01 23:49:46;124.00
2016-06-01 23:49:54;136.15
2016-06-01 23:50:47;54.75
2016-06-01 23:50:55;180.56
2016-06-01 23:51:03;195.89
2016-06-01 23:51:04;11.77
2016-06-01 23:51:11;82.67
2016-06-01 23:51:21;0.72
2016-06-01 23:51:27;0.72
2016-06-01 23:51:35;41.41
2016-06-01 23:51:43;106.10
2016-06-01 23:51:51;173.37
2016-06-01 23:51:59;178.83
2016-06-01 23:52:07;106.22
2016-06-01 23:52:17;0.72
2016-06-01 23:52:23;0.72
2016-06-01 23:52:31;0.72
2016-06-01 23:52:39;26.62
2016-06-01 23:52:47;92.06
2016-06-01 23:52:55;158.94
2016-06-01 23:53:03;21.82
2016-06-01 23:53:25;13.08
2016-06-01 23:53:58;105.84
2016-06-01 23:54:21;136.10
2016-06-01 23:54:36;170.19
2016-06-01 23:55:32;181.04
2016-06-01 23:55:58;219.90
2016-06-01 23:56:06;192.91
2016-06-01 23:56:58;1347.58
2016-06-01 23:57:06;2182.68
2016-06-01 23:58:28;2181.799999
2016-06-02 00:01:10;2168.619999
2016-06-02 00:03:38;2160.150002
2016-06-02 00:05:51;2162.59
2016-06-02 00:08:53;2172.759998
2016-06-02 00:11:42;2179.130001
2016-06-02 00:13:53;573.78
2016-06-02 00:14:01;176.17
2016-06-02 00:14:15;176.08
2016-06-02 00:16:35;178.85
2016-06-02 00:16:53;65.42
2016-06-02 00:17:01;22.06
2016-06-02 00:18:40;13.16
2016-06-02 00:18:53;140.20
2016-06-02 00:19:01;144.57
2016-06-02 00:19:13;179.22
2016-06-02 00:20:53;72.61
2016-06-02 00:21:01;19.95
2016-06-02 00:21:34;12.89
2016-06-02 00:22:14;120.38
2016-06-02 00:22:22;139.41
2016-06-02 00:23:07;173.47
2016-06-02 00:24:14;1587.34
2016-06-02 00:24:14;1587.34
2016-06-02 00:24:24;2156.830002
2016-06-02 00:26:40;2139.48
2016-06-02 00:28:51;2141.139999
2016-06-02 00:31:52;2136.84
2016-06-02 00:32:27;2117.41
2016-06-02 00:34:38;2118.630001
2016-06-02 00:37:10;2124.02
2016-06-02 00:39:28;2145.700001
2016-06-02 00:39:58;2158.330002
2016-06-02 00:39:58;2154.779999
2016-06-02 00:40:43;1082.16
2016-06-02 00:40:51;177.25
2016-06-02 00:41:31;176.91
2016-06-02 00:41:43;103.60
2016-06-02 00:41:51;10.72
2016-06-02 00:43:43;17.62
2016-06-02 00:44:24;12.83
2016-06-02 00:44:43;21.63
2016-06-02 00:44:51;0.72
2016-06-02 00:47:02;0.71
2016-06-02 00:49:26;0.72
2016-06-02 00:51:35;0.72
2016-06-02 00:54:34;0.72
2016-06-02 00:57:19;0.73
2016-06-02 00:59:49;0.73
2016-06-02 01:02:05;0.73
2016-06-02 01:04:06;0.73
2016-06-02 01:06:57;0.72
